rep,R,generation,r_rate
1,1.0,105000,2.2950815036573037e-06
4,1.0,130000,2.3437581437072084e-06
10,1.0,92500,1.811594520280588e-06
30,10.0,85000,2.5714248964588062e-05
13,0.1,95000,1.1614362690996007e-07
18,10.0,115000,1.8702278815491235e-05
21,0.1,95000,3.229279545062845e-07
4,0.1,110000,1.278773139557149e-07
9,10.0,90000,2.1568617905374763e-05
14,1.0,95000,1.1904779330278417e-06
18,0.1,85000,8.945479550683539e-21
5,1.0,80000,1.916938750178651e-06
29,0.1,92500,1.3458918814765005e-07
18,1.0,87500,1.2477715419550766e-06
20,1.0,107500,1.1049725105929265e-06
1,10.0,117500,1.7107710903522208e-05
22,10.0,120000,1.402213092267551e-05
22,10.0,87500,2.1276616631405805e-05
24,1.0,87500,1.5037584862259427e-06
26,0.1,110000,1.468427032506138e-07
23,0.1,80000,2.0833356447609534e-06
2,10.0,140000,2.1963776012546315e-05
10,10.0,120000,2.492212522478549e-05
19,10.0,120000,2.1367534435801156e-05
12,1.0,120000,1.3888874296580182e-06
14,1.0,125000,1.5118848337852589e-06
9,1.0,122500,1.4469465784528999e-06
9,1.0,112500,2.102754064032705e-06
14,1.0,105000,1.8348685866412973e-06
5,10.0,115000,2.0833366306780436e-05
9,1.0,127500,2.293575827879113e-06
28,0.1,107500,8.283767322321656e-21
27,10.0,112500,2.0661206625865355e-05
25,0.1,97500,1.8083190472407024e-07
6,10.0,110000,2.028400935226699e-05
11,1.0,127500,2.078520170683588e-06
4,1.0,105000,1.6774223355300004e-06
6,0.1,110000,6.353476464970286e-22
19,1.0,112500,1.3513537945978096e-06
5,1.0,125000,1.6949067135755273e-06
21,10.0,97500,1.9999996476855257e-05
28,10.0,87500,1.7391270489763448e-05
18,10.0,132500,1.9109195222352714e-05
6,0.1,115000,1.2437817562591622e-07
4,0.1,95000,1.2376265538535784e-07
5,0.1,90000,1.383124735266389e-07
27,10.0,92500,1.5841588455845876e-05
28,0.1,120000,8.961090370490977e-21
2,10.0,132500,2.2299658484136647e-05
18,10.0,135000,1.919188006345709e-05
12,0.1,87500,1.216543301086822e-07
6,0.1,125000,2.2624546607104375e-07
23,10.0,90000,2.147237127216608e-05
9,1.0,95000,1.7024322660743984e-06
2,0.1,130000,1.1135846117656853e-07
20,1.0,125000,1.2219969440285683e-06
21,1.0,85000,1.574804227386016e-06
12,10.0,105000,2.010869622901236e-05
29,0.1,90000,1.0846033759006999e-07
14,10.0,100000,2.4137938457064808e-05
13,1.0,115000,1.7271157702844315e-06
9,0.1,87500,1.0080660593765573e-07
24,1.0,80000,1.2775842168096635e-06
20,0.1,85000,1.689190838577952e-07
30,0.1,87500,8.351666190187044e-21
9,1.0,117500,8.871796844849841e-07
24,10.0,105000,2.2448979010061888e-05
29,1.0,90000,1.361156759053192e-06
17,1.0,125000,1.3363039273590083e-06
12,0.1,122500,2.0466067286869027e-07
5,1.0,100000,1.1299429736466604e-06
4,0.1,80000,2.156333783893239e-06
2,0.1,102500,1.2180273272566904e-07
23,10.0,120000,2.3866290181076638e-05
5,1.0,87500,1.7241365827442329e-06
24,1.0,135000,1.270108201493584e-06
17,1.0,105000,1.204820958227939e-06
7,1.0,130000,1.4834244795677857e-06
27,10.0,95000,2.500001252433221e-05
19,1.0,125000,1.8691509879112702e-06
28,1.0,140000,1.3736250859921993e-06
25,1.0,125000,1.369861615280604e-06
16,0.1,130000,2.56410688200552e-07
1,1.0,122500,1.5151472707726203e-06
14,10.0,130000,1.7647034594943798e-05
19,1.0,92500,1.315787919945539e-06
17,1.0,102500,1.4588318647444446e-06
14,1.0,102500,1.8766811000715684e-06
26,0.1,130000,8.658011922386908e-08
16,10.0,115000,2.21556751407936e-05
14,1.0,107500,1.7857161685479603e-06
9,1.0,137500,1.2787665469100837e-06
3,1.0,87500,1.0169462959333613e-06
20,0.1,130000,9.746585676418779e-08
21,1.0,80000,1.351349802688333e-06
20,1.0,95000,1.4571923170968396e-06
18,0.1,127500,1.855285132195785e-07
23,1.0,85000,1.5706867422754424e-06
15,0.1,115000,9.980032729696597e-08
28,1.0,132500,1.2173267012015256e-06
8,10.0,82500,2.168141682985712e-05
3,10.0,110000,1.736978238103828e-05
21,10.0,82500,1.9468988816002325e-05
9,1.0,92500,1.7006791756606203e-06
19,1.0,82500,2.280216302094722e-06
25,10.0,127500,1.758239735654742e-05
7,1.0,115000,1.2731460994303836e-06
22,10.0,82500,1.43203299835246e-05
23,1.0,80000,2.077926915391792e-06
30,10.0,140000,2.318842525212493e-05
24,10.0,130000,2.089551955403563e-05
4,10.0,85000,2.4729494016375293e-05
9,0.1,135000,1.259444510605671e-07
29,1.0,137500,1.944447298631133e-06
15,10.0,130000,2.0481929464989365e-05
6,0.1,80000,1.7632242549538375e-06
10,10.0,130000,2.4475485350175718e-05
7,0.1,92500,1.0256456412951752e-07
14,1.0,112500,2.030463618757779e-06
20,10.0,125000,2.3316040863511842e-05
27,10.0,80000,1.6949134233003195e-06
21,0.1,117500,4.0549000877027927e-19
20,10.0,110000,2.1621607240457267e-05
28,10.0,115000,1.7142903732124742e-05
9,0.1,100000,1.2239937526187598e-07
4,1.0,137500,1.9099030787407325e-06
15,0.1,92500,8.86523745345064e-08
16,0.1,97500,1.4684282749305242e-07
6,0.1,140000,8.873098340871201e-08
8,10.0,100000,2.1893511588359022e-05
21,1.0,117500,1.798555895940509e-06
30,0.1,137500,1.5898238464662353e-07
29,1.0,82500,1.349068804197635e-06
10,0.1,102500,1.212121186266034e-07
6,1.0,140000,1.3824851989247374e-06
10,1.0,130000,1.9548811251061795e-06
3,10.0,122500,1.777782447181637e-05
2,1.0,80000,1.5384613341282646e-06
15,10.0,100000,1.8055494090744168e-05
8,0.1,125000,1.366117516597386e-07
29,10.0,95000,2.3715451855119384e-05
22,10.0,107500,2.553196774322568e-05
26,10.0,85000,1.999997563175489e-05
5,1.0,90000,2.066114141374589e-06
1,10.0,137500,2.0218548760838784e-05
11,0.1,92500,2.2727324574261987e-07
6,1.0,125000,1.4285729007442899e-06
1,10.0,125000,2.3239419341068176e-05
3,10.0,85000,2.269854428759422e-05
24,0.1,92500,1.3003905800357878e-07
7,1.0,135000,1.7271173928628152e-06
6,1.0,107500,1.4344218148042164e-06
25,1.0,120000,1.5748063264137114e-06
29,1.0,87500,1.225738680314129e-06
2,1.0,132500,1.821194592333693e-06
27,1.0,112500,9.34579176641539e-07
8,10.0,130000,1.908770976087816e-05
19,10.0,135000,2.0000052124305945e-05
10,1.0,127500,1.7751503121696642e-06
2,1.0,117500,1.7167382850335265e-06
14,0.1,137500,1.2360928218253832e-07
7,0.1,100000,1.831499613718169e-07
20,1.0,120000,1.4925388094408042e-06
8,1.0,117500,1.3725496681687143e-06
27,10.0,120000,2.139800345038285e-05
30,1.0,130000,1.2987016461876508e-06
19,0.1,127500,8.34290134873277e-21
24,10.0,140000,1.860464400930086e-05
12,0.1,112500,1.669441434322726e-07
21,10.0,107500,2.2743699756380785e-05
1,1.0,102500,1.7587876161196482e-06
27,0.1,140000,1.2195127441392189e-07
15,10.0,102500,1.9047716633684187e-05
12,10.0,137500,2.1008402764680686e-05
22,0.1,140000,1.610306873941577e-07
11,10.0,140000,2.2222236716086177e-05
28,1.0,100000,1.53452818479709e-06
26,1.0,105000,1.3250191727535435e-06
25,1.0,112500,2.0325284935021228e-06
10,1.0,117500,1.9230775883251665e-06
7,0.1,120000,1.0810780376318844e-07
27,10.0,125000,1.9801938076952904e-05
8,0.1,102500,1.0010010073305048e-07
20,10.0,100000,1.836736510244229e-05
12,0.1,90000,6.167481971331621e-22
22,0.1,117500,1.1481074142377986e-07
23,0.1,95000,6.523729539362017e-21
20,0.1,97500,1.3531804656558137e-07
26,1.0,107500,1.6666693994401636e-06
30,10.0,127500,2.2257992569135157e-05
25,1.0,85000,1.569506615321082e-06
28,10.0,107500,1.8897660328043095e-05
26,1.0,82500,1.8363936681840607e-06
10,1.0,122500,1.3793109969097563e-06
10,0.1,137500,1.1376582729805699e-07
7,0.1,110000,1.4025301081623304e-07
2,1.0,100000,1.7467231974049962e-06
19,0.1,140000,2.3584906051284707e-07
3,10.0,117500,2.45732916704021e-05
30,0.1,112500,1.7574647895674487e-07
8,10.0,80000,1.690818704253427e-06
11,0.1,95000,8.957472047019211e-21
19,0.1,87500,6.644522747867379e-08
17,0.1,105000,7.427367566584564e-19
26,10.0,95000,1.6935487530517963e-05
11,1.0,80000,1.5503887939793866e-06
25,10.0,115000,2.4185070555688085e-05
6,0.1,97500,1.1481055621821995e-07
27,10.0,127500,2.252252282248972e-05
8,10.0,105000,2.2799991699904043e-05
24,0.1,122500,1.577286537918058e-07
7,1.0,105000,1.639350099348577e-06
2,10.0,122500,2.3372260925209566e-05
26,0.1,80000,1.381215806661168e-06
5,0.1,87500,1.1671526830867011e-20
18,10.0,100000,2.23576869717921e-05
6,10.0,137500,2.3626315102789385e-05
24,10.0,100000,1.6783210981936533e-05
2,0.1,140000,1.7301035716844688e-07
5,10.0,122500,2.173912861242266e-05
27,1.0,125000,1.898733106619058e-06
2,10.0,135000,2.0338982203194626e-05
29,10.0,112500,1.830985570392747e-05
27,1.0,97500,1.7857111083484191e-06
16,10.0,122500,2.4937668499565063e-05
16,0.1,127500,1.0183313241555153e-07
5,0.1,110000,6.373488780544705e-08
29,1.0,135000,1.7171735639411292e-06
20,10.0,132500,1.963995721268401e-05
17,10.0,125000,2.3999946661509563e-05
5,10.0,90000,1.8382410844419996e-05
17,0.1,100000,9.354863822731841e-21
27,0.1,85000,1.8248220873686588e-07
18,10.0,130000,1.7351578610831283e-05
24,10.0,115000,2.3369648326053165e-05
29,10.0,97500,1.637109003350083e-05
30,0.1,110000,1.9920310641387057e-07
21,10.0,115000,2.3399014732858204e-05
11,10.0,107500,2.1052641897240193e-05
3,1.0,90000,1.362087345808608e-06
3,0.1,102500,1.7793594351739194e-07
26,10.0,112500,2.0533809952075327e-05
15,1.0,107500,1.0303908790605368e-06
29,1.0,80000,1.661128469108984e-06
9,0.1,122500,2.30414664004346e-07
11,1.0,112500,1.4259818560301012e-06
5,0.1,100000,1.4184410845562358e-07
21,0.1,92500,1.8587359016318241e-07
2,1.0,105000,1.9230780888313645e-06
21,10.0,92500,2.272716696147291e-05
28,1.0,95000,1.1483783246887026e-06
13,1.0,137500,2.13089664858765e-06
20,10.0,135000,2.3411361848616805e-05
1,10.0,95000,2.3058822436970247e-05
3,10.0,140000,2.278479833370745e-05
20,1.0,105000,1.1258089516151086e-06
3,10.0,105000,1.9061616907360468e-05
25,1.0,132500,1.181102297308858e-06
1,0.1,115000,9.975062211369229e-08
29,1.0,140000,1.5679433243120477e-06
17,10.0,120000,1.8322311525035143e-05
18,1.0,97500,1.999996528364355e-06
30,10.0,105000,2.3076905894659197e-05
13,0.1,90000,1.6556271725095645e-07
5,10.0,140000,2.711864098526834e-05
25,0.1,85000,2.919711911970266e-07
14,10.0,117500,2.888888468099243e-05
11,10.0,132500,1.5862738243010483e-05
23,0.1,87500,1.166861100528381e-07
6,10.0,102500,1.6289616040025706e-05
21,0.1,100000,1.3227545056090977e-07
8,10.0,87500,1.7085451896712036e-05
17,10.0,87500,1.861258548670197e-05
5,10.0,125000,1.9525865593662784e-05
16,1.0,135000,1.6574595298729327e-06
24,0.1,105000,1.7793584950236624e-07
27,10.0,122500,2.000002630681286e-05
2,0.1,90000,1.1299432727654547e-07
12,1.0,92500,1.4851466761342904e-06
1,10.0,122500,1.9433147411808348e-05
30,0.1,107500,3.278697257354073e-07
29,10.0,80000,1.548671243283979e-06
19,10.0,125000,2.0731748588324743e-05
28,0.1,105000,7.968142684527167e-08
16,0.1,105000,9.842509404377106e-08
24,10.0,92500,2.5203277111533748e-05
26,10.0,122500,2.0754759775634268e-05
14,1.0,132500,1.0204084034495463e-06
25,0.1,135000,9.216562725489634e-08
9,10.0,97500,2.009274595807107e-05
27,0.1,100000,1.9493151119185877e-07
18,0.1,95000,2.1052662030165105e-07
3,0.1,80000,1.5267179571523028e-06
4,10.0,80000,2.083334484977489e-06
13,0.1,140000,1.7699130562612405e-07
28,1.0,110000,1.4466584363351494e-06
18,0.1,107500,1.597441911098574e-07
2,1.0,95000,1.6420720660949535e-06
28,1.0,97500,1.550386189836402e-06
26,10.0,135000,1.7866040647310192e-05
18,1.0,127500,1.6853954452958842e-06
11,10.0,95000,2.6087004267765543e-05
2,1.0,102500,1.3409990792918053e-06
19,10.0,105000,2.19779705801254e-05
23,1.0,122500,1.972872477333436e-06
14,0.1,125000,9.737097841113327e-08
26,0.1,125000,1.0504183003206057e-07
18,1.0,130000,1.8691611202832783e-06
3,1.0,115000,1.3215856044562277e-06
22,1.0,115000,2.25225605140829e-06
14,0.1,85000,8.257623300137474e-08
29,0.1,127500,1.4164326916459686e-07
26,10.0,102500,2.091254774470888e-05
17,10.0,80000,1.4814816508067284e-06
27,10.0,105000,1.7027839907825264e-05
20,10.0,115000,2.3999996296192212e-05
2,0.1,97500,7.358351470263027e-08
5,0.1,85000,1.7271138784501666e-07
12,1.0,90000,1.8126904872129061e-06
1,0.1,127500,1.1376587691122431e-07
19,1.0,105000,1.7006812501274957e-06
21,10.0,117500,2.365591207031302e-05
17,10.0,137500,1.9667091803940077e-05
5,1.0,85000,1.6736406193915222e-06
25,0.1,115000,1.1990380828656456e-07
25,0.1,80000,1.5384663130207123e-06
11,0.1,97500,2.570693970308689e-07
26,0.1,92500,6.313137259822035e-08
17,10.0,95000,2.265624215948329e-05
15,10.0,132500,1.891894089145524e-05
16,10.0,95000,2.0274009892209708e-05
15,1.0,117500,1.8348623248432064e-06
19,1.0,117500,1.0788392024456764e-06
4,1.0,110000,1.2327577612271364e-06
7,1.0,85000,1.1752556973237099e-06
15,1.0,80000,1.6233770994267143e-06
20,0.1,112500,2.0768446156511582e-07
11,1.0,137500,1.4672699189404696e-06
3,1.0,122500,1.3594854360910884e-06
22,10.0,135000,2.2101454681643905e-05
6,10.0,117500,1.7271157114866667e-05
10,10.0,85000,1.3809505266419303e-05
19,10.0,112500,2.150534478063628e-05
1,10.0,110000,1.766245110956655e-05
8,10.0,97500,1.9680880009968075e-05
2,1.0,90000,1.5872979650429538e-06
13,0.1,92500,5.753610324170065e-21
3,10.0,82500,1.786543009502893e-05
11,10.0,120000,1.8224723502663234e-05
1,0.1,82500,7.435967366240242e-21
4,10.0,112500,1.4440412843276394e-05
13,1.0,125000,1.8867893078314e-06
3,1.0,140000,1.7353571595907842e-06
8,10.0,92500,2.4621253759937153e-05
14,10.0,132500,2.5742576851342384e-05
23,0.1,92500,1.4619871227181585e-07
21,0.1,127500,1.4450838163319037e-07
28,1.0,92500,2.1844680851907965e-06
27,10.0,102500,2.5167792809094373e-05
21,0.1,120000,4.618514205296006e-19
15,10.0,87500,2.3841059298049694e-05
30,10.0,95000,2.289895324764909e-05
5,0.1,117500,2.932542572151e-07
1,0.1,135000,8.341041349233467e-21
11,1.0,105000,1.7908848865016452e-06
6,0.1,87500,1.5872992389126485e-07
12,10.0,130000,2.926817489572649e-05
24,1.0,102500,1.0731980411379532e-06
6,0.1,130000,1.2062728184543925e-07
19,1.0,107500,1.5527945273264818e-06
4,10.0,110000,2.2357745794969787e-05
9,0.1,95000,7.302875190198349e-19
8,1.0,115000,1.6304349564015106e-06
12,1.0,102500,1.4217991478308051e-06
12,1.0,87500,2.015114774836158e-06
23,1.0,130000,1.4705903653458273e-06
26,10.0,120000,1.99999637490391e-05
12,0.1,85000,1.8587334782329146e-07
26,10.0,92500,2.3999977424557326e-05
18,1.0,132500,1.571442413957165e-06
2,1.0,107500,1.8666645589992766e-06
26,1.0,140000,1.6042793071158807e-06
22,1.0,125000,1.682443754266175e-06
30,0.1,130000,9.017130373770705e-08
23,10.0,112500,2.148757782491243e-05
21,1.0,140000,1.3157873118887034e-06
8,0.1,140000,1.5455991766993934e-07
10,10.0,80000,1.2567330354592738e-06
17,1.0,110000,1.480489577984772e-06
10,0.1,80000,2.051739233376264e-06
24,10.0,90000,2.031243739962399e-05
21,0.1,90000,1.4749272835813924e-07
17,10.0,82500,1.509433740710707e-05
30,10.0,107500,2.0560761736128682e-05
5,1.0,112500,1.3806723606589375e-06
22,10.0,115000,1.916998859568265e-05
6,1.0,132500,1.5503874730615454e-06
18,0.1,105000,6.188120705421022e-08
5,10.0,100000,1.904759100250264e-05
22,0.1,125000,7.470028153788732e-19
24,10.0,107500,2.3450581877178382e-05
12,1.0,127500,1.8408286483677537e-06
15,1.0,105000,1.3258865106123153e-06
6,1.0,87500,1.2433348751241653e-06
2,10.0,82500,1.8604633952729908e-05
11,0.1,120000,8.643041971286972e-08
5,10.0,135000,2.162156847371913e-05
30,0.1,82500,3.952559688790179e-07
21,1.0,135000,1.26582130120647e-06
29,1.0,125000,1.605502438704067e-06
5,10.0,107500,2.065217415116664e-05
5,0.1,137500,1.201925808339719e-07
17,1.0,97500,1.2345655711307156e-06
7,0.1,117500,8.020257445849245e-21
2,0.1,100000,1.8050420847599482e-07
16,1.0,132500,1.7839965282520824e-06
6,1.0,90000,1.9646378059724514e-06
6,10.0,135000,2.2666731853522062e-05
14,10.0,85000,1.8024398914093777e-05
14,0.1,105000,1.1312217881444485e-07
5,0.1,127500,2.103050056227112e-07
26,10.0,132500,1.976745158703297e-05
10,1.0,102500,1.424496051117045e-06
5,0.1,107500,9.624625411317397e-08
28,1.0,107500,1.5679392920742292e-06
5,10.0,120000,1.9230775609927155e-05
22,1.0,90000,1.8552847427660712e-06
21,1.0,100000,1.2690335606060754e-06
16,1.0,122500,1.6641498785923822e-06
2,10.0,102500,2.1505374731120193e-05
27,1.0,82500,1.1627907110095687e-06
28,0.1,110000,1.43061277855712e-07
22,0.1,105000,1.6694459727659176e-07
25,0.1,87500,6.738702350571558e-21
7,0.1,82500,2.5466983866970214e-07
6,1.0,115000,1.2345681609436444e-06
9,0.1,140000,1.7605634078108766e-07
10,0.1,107500,1.291986977681155e-07
8,10.0,110000,2.9281759644064584e-05
14,10.0,122500,2.0466119930843878e-05
25,10.0,87500,2.228568449586386e-05
27,0.1,127500,7.904888914826647e-21
20,10.0,92500,2.105264906402133e-05
25,10.0,120000,2.1761704121819767e-05
27,10.0,97500,1.840659009442049e-05
16,0.1,102500,1.566170590901587e-07
26,10.0,140000,1.9784192301244423e-05
7,10.0,125000,2.379032193403485e-05
15,0.1,95000,1.6103055647458238e-07
24,0.1,85000,2.585613852751794e-07
15,1.0,137500,1.4760163295341142e-06
13,0.1,102500,8.326385040972497e-08
22,0.1,100000,2.564101435000532e-07
12,1.0,110000,1.612901071732838e-06
5,10.0,132500,2.0370424515035148e-05
28,10.0,132500,2.101579666205238e-05
7,10.0,135000,1.7718496535047547e-05
7,1.0,140000,1.4799162499321155e-06
6,1.0,135000,1.2919916475651757e-06
16,1.0,110000,1.1811020111505559e-06
25,10.0,92500,2.4999930282632942e-05
6,10.0,97500,2.0654038012846247e-05
30,1.0,137500,1.7865174062304118e-06
16,10.0,97500,2.0000042594183736e-05
7,1.0,92500,1.6064277971853957e-06
14,1.0,140000,1.4218010751507402e-06
5,10.0,80000,1.3636339678913152e-06
1,10.0,112500,2.3965112471116325e-05
8,0.1,130000,7.881981665704523e-21
10,10.0,87500,2.203397444492116e-05
21,1.0,92500,2.3622065984104104e-06
20,10.0,105000,1.4529912903265397e-05
15,10.0,112500,1.8787835099864214e-05
17,10.0,112500,2.0987595116714643e-05
25,0.1,120000,2.1881768806658081e-07
7,1.0,117500,1.5384603952706372e-06
12,0.1,140000,1.8214940742950054e-07
19,1.0,100000,1.6279057039885111e-06
9,0.1,125000,1.6411401614519967e-07
21,10.0,85000,2.1153814536949756e-05
26,1.0,117500,1.7123323287422908e-06
25,0.1,140000,1.88146972733721e-07
27,10.0,87500,2.5044722975407703e-05
24,0.1,90000,7.473853391030932e-08
3,0.1,87500,1.8761707335573322e-07
18,1.0,117500,1.995568582331908e-06
20,0.1,115000,7.3028052206616685e-19
10,1.0,90000,2.3942531634181337e-06
27,1.0,122500,1.1709589787218012e-06
24,1.0,127500,2.254099580771219e-06
28,1.0,90000,1.9047616214271904e-06
26,1.0,97500,1.6635863451362672e-06
17,10.0,135000,1.5068486159053802e-05
6,1.0,100000,1.955307804023832e-06
26,10.0,97500,1.838238034733852e-05
4,10.0,100000,2.525998422892036e-05
4,0.1,87500,1.1723307662753292e-07
6,0.1,132500,1.1500824676186729e-07
25,10.0,107500,2.352943114930771e-05
27,0.1,82500,5.076146245693809e-07
13,0.1,117500,1.0718118919686561e-07
2,10.0,110000,1.4749931101298524e-05
22,1.0,130000,1.5151523800097627e-06
30,1.0,95000,1.7765406988022549e-06
7,1.0,100000,1.4814799155638425e-06
25,10.0,135000,2.0930165131271847e-05
21,1.0,130000,1.6393468903132336e-06
26,10.0,90000,1.5957459926358944e-05
23,0.1,102500,2.3419180774774853e-07
7,10.0,140000,1.9270817833093114e-05
13,0.1,110000,2.0703914957814955e-07
24,0.1,112500,1.6806700946704102e-07
6,10.0,115000,2.2754555887935617e-05
24,1.0,122500,1.2750452900247338e-06
11,10.0,85000,1.974522265793192e-05
6,1.0,97500,1.807444138823778e-06
13,10.0,105000,1.9852943954345447e-05
19,0.1,132500,1.5698584715059807e-07
21,1.0,95000,1.4732987368992998e-06
24,1.0,100000,1.2254907098496488e-06
1,10.0,100000,2.159757258806025e-05
13,1.0,112500,1.4409194574826822e-06
10,0.1,117500,8.16326103322696e-08
24,0.1,117500,8.956185145962631e-21
8,10.0,135000,2.090911699775621e-05
21,10.0,120000,1.7482568388806232e-05
19,10.0,92500,2.1612940130695548e-05
24,1.0,97500,1.7746960513536489e-06
28,10.0,92500,2.2950894290405183e-05
16,1.0,95000,1.8181822605350568e-06
17,0.1,127500,1.126125650484944e-07
24,0.1,120000,6.944444512852078e-08
11,10.0,87500,2.743677602552781e-05
28,0.1,97500,1.371742774823091e-07
16,0.1,87500,2.1367551016366157e-07
15,1.0,130000,1.7699117525151132e-06
5,0.1,140000,1.477104877234695e-07
11,1.0,115000,1.2526074600302838e-06
21,1.0,90000,1.515149541304291e-06
23,0.1,137500,1.80831678720493e-07
21,1.0,122500,1.290323649389011e-06
9,1.0,102500,1.7492717538490716e-06
24,0.1,132500,1.6597496795215523e-07
12,10.0,87500,1.8076996231567927e-05
24,1.0,95000,1.5479907537317783e-06
10,10.0,97500,1.7406203127025226e-05
22,0.1,132500,1.3793152237977017e-07
15,10.0,85000,2.1897812867126027e-05
27,0.1,107500,1.7137936043666494e-07
20,0.1,110000,1.8518464898737002e-07
27,1.0,137500,1.7006827975866788e-06
17,0.1,120000,1.2535946459343022e-07
8,1.0,140000,1.5748053338199473e-06
8,10.0,112500,2.452826923989725e-05
18,0.1,132500,2.2658617334262168e-07
8,10.0,127500,1.6863556733333853e-05
27,10.0,130000,2.0603002821920712e-05
30,10.0,135000,2.4282647983006356e-05
7,10.0,130000,2.0214043485285983e-05
26,0.1,95000,2.377179799378418e-07
28,1.0,125000,2.194150389907125e-06
28,1.0,135000,1.3840802478602806e-06
30,1.0,80000,1.5037590656233974e-06
14,0.1,135000,1.540831560047048e-07
16,10.0,82500,2.105269191138015e-05
23,0.1,105000,1.0319918987749419e-07
4,0.1,82500,3.5587206141159653e-07
14,0.1,110000,2.1008374749225248e-07
19,1.0,135000,1.5250527699241353e-06
9,0.1,110000,6.251550181662364e-22
27,1.0,107500,1.6096523055776916e-06
26,1.0,115000,1.8450222930812724e-06
30,1.0,102500,2.0833320879976617e-06
18,1.0,122500,1.7068266506845426e-06
29,10.0,85000,2.2680409498830325e-05
23,1.0,125000,1.6085749691131285e-06
9,0.1,115000,1.2886591123790917e-07
1,0.1,92500,6.1881147937979e-08
3,0.1,130000,8.598452675307101e-08
12,10.0,107500,1.9607883488801134e-05
21,0.1,80000,1.5384578265424097e-06
28,0.1,85000,9.989992005192316e-08
18,0.1,125000,1.531392007632227e-07
7,0.1,140000,1.3812106575719724e-07
29,10.0,122500,2.123555138599465e-05
16,10.0,132500,2.9999995990702034e-05
27,0.1,125000,1.1520740543014859e-07
2,0.1,87500,1.5432102002934518e-07
3,1.0,110000,1.6393478634042122e-06
25,1.0,130000,1.3071913830903466e-06
19,1.0,87500,1.4376998224944955e-06
4,10.0,97500,2.266359291326639e-05
14,10.0,125000,2.222223941262722e-05
9,10.0,112500,2.1989577475259674e-05
15,1.0,127500,2.312151758252921e-06
29,10.0,92500,2.0000018391926316e-05
21,0.1,85000,8.748908738555916e-08
3,10.0,80000,1.0295980379969244e-06
22,10.0,100000,2.1238949926589878e-05
11,1.0,95000,1.338689874319409e-06
1,10.0,107500,1.6363660890727587e-05
5,1.0,117500,1.522841821458602e-06
22,0.1,120000,2.2624439231851757e-07
26,0.1,115000,1.787310056168627e-07
8,0.1,100000,1.3927570130829885e-07
27,1.0,95000,1.2915154015069127e-06
9,0.1,107500,1.937988105312893e-07
4,0.1,122500,1.3755142950059288e-07
4,1.0,102500,1.612905891088915e-06
29,0.1,122500,9.310985811479253e-08
4,1.0,107500,1.4798342375924407e-06
27,1.0,92500,1.00200648289057e-06
17,1.0,112500,2.0373557009166214e-06
30,10.0,90000,2.112674628300872e-05
14,10.0,102500,1.9855558213395103e-05
23,10.0,110000,1.4893567713426231e-05
23,1.0,127500,1.6483548214976222e-06
6,0.1,105000,1.396653994188412e-07
15,1.0,97500,1.311476634299447e-06
17,0.1,125000,7.735649136959713e-21
23,1.0,135000,1.9858103297433817e-06
13,0.1,137500,1.56739822376336e-07
4,0.1,125000,1.367052769398248e-07
10,1.0,87500,1.4959340706169029e-06
13,10.0,102500,1.9718362917500796e-05
25,10.0,130000,1.6666698184896463e-05
25,1.0,115000,1.4935051775400934e-06
1,1.0,132500,1.5936278062870677e-06
12,1.0,107500,2.1402845747945307e-06
4,10.0,132500,1.773047983229088e-05
12,0.1,105000,1.287002516029754e-07
23,10.0,85000,2.7149249482176275e-05
3,10.0,112500,2.065222372859762e-05
23,10.0,80000,2.2116865459545004e-06
3,1.0,112500,1.4285706436895385e-06
16,10.0,110000,2.2140235393846062e-05
9,0.1,102500,1.792118933767939e-07
7,10.0,82500,2.1428525060313437e-05
21,10.0,102500,2.0822697016265314e-05
14,10.0,97500,1.7421615846259867e-05
24,1.0,120000,1.6165481368047415e-06
16,1.0,97500,2.0618529504578653e-06
19,0.1,90000,6.510424720967645e-08
17,0.1,80000,1.977404144053385e-06
8,1.0,130000,1.681760527074176e-06
12,1.0,125000,1.0174401804392118e-06
26,0.1,82500,3.8809793156738957e-07
4,0.1,112500,2.5316422313578456e-07
25,1.0,137500,1.0857868907803671e-06
14,1.0,110000,1.4619907776400029e-06
25,10.0,122500,1.9953632757218102e-05
7,1.0,127500,9.962867335699767e-07
14,10.0,120000,2.2058811795819543e-05
6,10.0,100000,2.733119828614112e-05
7,0.1,115000,2.392341873908787e-07
4,10.0,120000,1.5673296758164263e-05
9,10.0,127500,2.3893872637482846e-05
12,1.0,137500,1.880882273907593e-06
3,1.0,127500,1.7134720651740557e-06
29,1.0,85000,1.4170061315944791e-06
14,10.0,107500,2.222227697991473e-05
27,1.0,87500,1.4469461877059052e-06
3,0.1,135000,1.3262630622068537e-07
26,0.1,85000,2.0876834061610013e-07
9,0.1,127500,1.2738871372345888e-07
11,1.0,100000,1.234567603891758e-06
24,0.1,102500,7.74949999328165e-21
13,0.1,122500,2.044987745107837e-07
5,0.1,120000,2.3273840834996725e-07
18,0.1,102500,7.79192355532204e-21
20,10.0,107500,1.9626175896135847e-05
2,1.0,110000,1.5723307397690735e-06
13,1.0,130000,1.1025555914342276e-06
11,10.0,127500,1.881181604141913e-05
2,0.1,105000,1.6207420748220898e-07
25,1.0,135000,1.7595317443198634e-06
22,10.0,125000,2.2544240907094972e-05
21,0.1,140000,2.11864843028004e-07
