rep,R,generation,r_rate
8,1.0,120000,1.7187480729419365e-06
13,0.1,120000,7.369202982164212e-08
9,1.0,105000,1.818186367116347e-06
19,0.1,100000,7.593015667471798e-08
4,10.0,140000,2.1148090528474445e-05
15,10.0,137500,2.069710822240861e-05
13,10.0,82500,1.8532818538394483e-05
15,1.0,140000,1.8518549020418448e-06
1,1.0,107500,1.3513448649195997e-06
22,0.1,110000,4.192879773652286e-08
7,0.1,90000,1.5455954156049502e-07
14,0.1,132500,1.9065777577003166e-07
3,0.1,82500,1.8726635776157712e-07
13,0.1,130000,2.631583842690481e-07
4,1.0,140000,1.550389658044267e-06
11,0.1,135000,3.4246640728535906e-07
7,1.0,120000,1.612900658979833e-06
21,1.0,120000,1.6081851947971389e-06
20,0.1,125000,1.3698608290591964e-07
19,1.0,120000,1.587300808707899e-06
8,10.0,117500,2.3809583604692637e-05
14,10.0,140000,2.085899041351519e-05
24,10.0,122500,1.4052312276513144e-05
13,1.0,120000,1.944445991838912e-06
14,1.0,115000,2.1231454715785967e-06
24,0.1,140000,1.8083226489504176e-07
30,10.0,115000,1.9512205446779e-05
30,0.1,105000,1.1961709364096624e-07
21,10.0,125000,1.5999950044869903e-05
10,10.0,90000,1.9008254728719548e-05
29,1.0,95000,2.074691347487665e-06
17,0.1,122500,7.895301751448854e-21
13,0.1,82500,3.184709909945873e-07
20,0.1,135000,1.0439366166204755e-20
6,0.1,92500,1.071811399379972e-07
8,1.0,137500,1.2290142127576236e-06
20,10.0,122500,1.9761894577105947e-05
18,10.0,105000,1.985808148330978e-05
15,10.0,95000,2.423210399767805e-05
25,10.0,100000,1.5999983096001172e-05
12,1.0,122500,1.8382305027074715e-06
25,0.1,127500,1.21211715668693e-07
20,0.1,137500,1.3157894849338175e-07
20,0.1,140000,1.034126191465177e-07
22,1.0,127500,1.5730302174143146e-06
18,0.1,92500,2.394901979074397e-07
11,0.1,140000,1.8314968277783979e-07
25,10.0,95000,2.4880382596613088e-05
11,10.0,92500,1.8888922001119095e-05
18,1.0,105000,2.200488164121453e-06
25,10.0,82500,1.999998927185312e-05
12,0.1,110000,7.745922945692295e-08
8,0.1,112500,6.124434863916693e-22
18,10.0,97500,1.8461520023795443e-05
13,10.0,127500,2.000004358045764e-05
12,10.0,95000,2.158809828089514e-05
19,1.0,137500,1.282047952798429e-06
4,0.1,132500,1.00502567615982e-07
28,0.1,100000,1.8248135501494613e-07
13,1.0,95000,1.3543950920504295e-06
15,1.0,85000,1.4516133509715188e-06
14,10.0,112500,1.835743964298126e-05
22,0.1,82500,2.961502755424009e-07
13,10.0,107500,2.5931944388818123e-05
4,1.0,112500,2.236420244963917e-06
28,10.0,95000,2.1428563799019602e-05
13,0.1,87500,1.326257003549486e-07
12,10.0,85000,1.958763542365793e-05
15,10.0,92500,2.083331669976476e-05
15,10.0,82500,2.270149130841685e-05
9,10.0,117500,2.4242442494655588e-05
17,1.0,117500,1.454548113289084e-06
17,1.0,120000,1.5847850821201914e-06
29,1.0,127500,1.2986997665919049e-06
14,0.1,140000,2.4038442767336325e-07
8,0.1,95000,2.415456300298984e-07
15,10.0,105000,2.2077980651152942e-05
2,0.1,132500,1.9379781528529077e-07
2,10.0,80000,1.3038479510365436e-06
3,0.1,112500,1.8315018344942538e-07
6,10.0,90000,1.874996793682415e-05
18,0.1,140000,1.0384222298534188e-07
10,10.0,137500,2.5000057554158563e-05
11,0.1,85000,1.9455253408665892e-07
9,1.0,90000,1.1718740378991413e-06
27,0.1,110000,1.8264780172401526e-07
30,1.0,112500,2.188183428925287e-06
7,10.0,100000,1.774187580067994e-05
23,1.0,95000,1.5810305455087182e-06
23,10.0,130000,2.2222271204829815e-05
10,10.0,100000,1.6778520362397985e-05
9,0.1,120000,2.049180537213156e-07
16,1.0,90000,1.5195047775033342e-06
9,10.0,107500,1.722221945555351e-05
18,1.0,102500,1.1061935797873423e-06
24,0.1,125000,1.2626229994311612e-07
12,1.0,117500,1.6528900662148324e-06
23,10.0,132500,2.160004406094548e-05
7,10.0,107500,2.0588296998386744e-05
3,0.1,95000,1.342281532854804e-07
1,0.1,125000,1.0649637828059977e-07
19,1.0,132500,1.2643705482453092e-06
9,10.0,87500,1.9696921952499966e-05
17,1.0,135000,1.8456348407251872e-06
18,10.0,95000,1.7543840278257353e-05
17,1.0,122500,1.2697912290557555e-06
4,10.0,87500,1.968747025144735e-05
30,1.0,140000,1.5060230565930351e-06
30,0.1,102500,1.9270028230458568e-07
12,10.0,80000,2.0146535873002645e-06
16,10.0,112500,1.8596479980687496e-05
1,10.0,80000,1.6920460458998693e-06
8,1.0,92500,1.4634149274196033e-06
11,10.0,90000,2.0327820293774354e-05
9,1.0,97500,1.4851820240418608e-06
4,0.1,85000,1.397720912893184e-07
1,10.0,97500,2.215747977010749e-05
22,1.0,97500,1.4736823417944608e-06
24,0.1,100000,8.0744367110134e-21
16,1.0,125000,1.6153795077668989e-06
16,10.0,135000,2.152647375686235e-05
29,10.0,132500,1.9277131192227172e-05
22,1.0,117500,1.8867882058049938e-06
15,0.1,105000,1.4430014593912773e-07
15,0.1,130000,5.353341365881658e-08
1,1.0,87500,1.7439501834633886e-06
22,1.0,100000,1.4234870379943308e-06
24,10.0,95000,2.5238106932545824e-05
17,1.0,87500,1.5473852529735317e-06
27,1.0,100000,2.05571351940877e-06
15,1.0,115000,1.4492697237738493e-06
29,10.0,130000,1.7275739146513262e-05
7,1.0,110000,1.351357153078004e-06
9,10.0,105000,2.006173020128424e-05
23,10.0,105000,2.3456790298541555e-05
1,0.1,110000,1.4084481592626894e-07
26,1.0,110000,1.6759700957502126e-06
26,1.0,112500,1.2987029034901822e-06
28,0.1,95000,2.0408149727652673e-07
28,0.1,132500,7.302791195843994e-19
14,1.0,90000,1.5633317009765188e-06
21,1.0,97500,1.606425259885893e-06
15,10.0,127500,2.2610707889267395e-05
27,1.0,120000,1.4124281251470694e-06
29,0.1,137500,1.5847879382566015e-07
21,0.1,135000,2.1231425527111646e-07
11,0.1,127500,2.0284028157015037e-07
5,1.0,97500,1.1764688345974832e-06
21,10.0,87500,1.612903411928718e-05
2,0.1,112500,1.1547364347662674e-07
27,10.0,137500,1.347030778610901e-05
24,1.0,115000,1.4354028733859254e-06
6,0.1,120000,2.066118615662619e-07
7,10.0,110000,2.0158114913174356e-05
13,10.0,130000,1.694915305645239e-05
27,1.0,105000,1.9206234037362908e-06
11,10.0,110000,2.093998727342426e-05
18,0.1,135000,1.538460103061324e-07
14,1.0,85000,1.260505124968564e-06
22,1.0,137500,1.5075332748518445e-06
22,1.0,122500,1.7482503498858887e-06
27,0.1,87500,1.7889518602132009e-07
8,10.0,90000,2.2837331660884684e-05
14,1.0,120000,1.4199070427381059e-06
28,1.0,127500,2.0731708091157714e-06
1,0.1,112500,1.1574095177533976e-07
19,10.0,115000,2.11038570307998e-05
16,10.0,87500,2.1081090837710092e-05
5,0.1,97500,2.1052631415314357e-07
17,10.0,140000,2.2038235194971126e-05
21,1.0,82500,1.2729860560611278e-06
19,10.0,110000,1.7511521740753996e-05
25,0.1,130000,1.790506054745246e-07
21,10.0,127500,1.956518392855697e-05
28,10.0,140000,2.1052556819220836e-05
3,10.0,90000,2.1359242276536815e-05
23,10.0,137500,2.2972938078647452e-05
29,0.1,120000,9.25926204993645e-08
9,1.0,107500,1.5250516719650627e-06
14,10.0,87500,2.1333351965973684e-05
9,0.1,90000,2.6702698470583444e-21
14,10.0,110000,2.1909297617849758e-05
8,0.1,85000,2.2321431237585432e-07
5,0.1,125000,1.3440868021640082e-07
4,0.1,135000,1.1248579846588701e-07
8,1.0,97500,1.6326536405047207e-06
9,10.0,132500,2.4369818148829236e-05
18,1.0,137500,8.546989980682253e-07
13,10.0,100000,1.8721459962917945e-05
1,10.0,85000,1.777777936943937e-05
28,10.0,130000,2.024542620691688e-05
9,0.1,97500,1.56739617519517e-07
11,10.0,82500,1.4503838437580525e-05
30,10.0,132500,2.0895571099976296e-05
30,0.1,135000,7.824748961049787e-08
6,1.0,92500,1.674449790295984e-06
2,1.0,82500,1.4999937952582473e-06
29,10.0,107500,2.0338929246811962e-05
25,0.1,107500,1.2062728670978702e-07
22,10.0,132500,2.466802375813723e-05
12,10.0,120000,2.3015873467508133e-05
23,0.1,132500,8.561646702733131e-08
24,1.0,117500,1.6688185644454652e-06
8,1.0,80000,1.5810272839000976e-06
29,10.0,127500,1.5508072895231366e-05
14,0.1,112500,1.2484426204974355e-07
10,0.1,135000,2.321981331553412e-07
17,10.0,130000,1.694912466657901e-05
2,1.0,137500,1.8587347131068986e-06
16,0.1,125000,2.898552618819293e-07
6,0.1,102500,9.97008799078676e-08
13,10.0,95000,1.935482400075857e-05
8,10.0,115000,2.204724187802847e-05
21,10.0,132500,2.540981713054436e-05
17,10.0,105000,1.874998517265496e-05
26,10.0,105000,1.9444462054439606e-05
9,0.1,92500,8.904716716026636e-08
